Username,Review Date,Visit Date,Business,Review Title,Review Text,Rating
Gelipter G,"September 8, 2016",July 2016,Rouga,"Good food, good service, excellent atmosphere.","This was our first visit to Thessaloniki and we could stay 3 days only. We followed recommendations about this restaurant and were very satisfied with it. Furthermore we firstly visited it for lunch and next day reserved for dinner with bouzouki. The owners, as well...More",5.0
296betinab,"September 5, 2016",September 2016,Rouga,"Really nice place, hidden gem with amazing traditional food","Perfect spot nestled between the market and small streets of thessaloniki. Try their traditional dishes. Fair prices, greek setting, away from noice. Perfect location. Great service",5.0
Sima G,"September 2, 2016",August 2016,Rouga,Good experience,"We had mousaka, snitel with potatoes(which they were kind of hard to eat and quite dry) and greek meatballs( which are not in a ball shape) with rice. The food was good, but although they are in greece they don't have real lemonade( squized lemons...More",3.0
pikasea,"September 2, 2016",July 2016,Rouga,Excellent palce for lunch and dinner,"Very nice place, nice live music, food and drinks. Perfect for a traditional food restaurant, ask for the waiter Diamantis, it's a very nice and funny guy.",5.0
Marija077,"August 30, 2016",August 2016,Rouga,"Good restaurant in central,picturesque location","Charming Greek restaurant an in heart of Thessaloniki and in colorfull area.There is a pretty big variety of meals ( too much for me ) so it was hard to decide what to eat,but the stuff was helpful and kind.See plate for two was good,but desserts which we get with our bill was fantastic.Prices are fair ,service is fast,bathroom clean.I recommend this restaurant as option for lunch or early supper.I notice that they have organized visits whit some touristic organization so it can get crowded,but there is enough place for everyone.",4.0
leonard286,"August 28, 2016",August 2016,Rouga,Wonderful Greek taverna,Definitely one of the top restaurants in Thessaloniki. The place manages to create an authentic Greek atmosphere right in the heart of town. The service is flawless and the food is delicious. We had Greek moussaka and traditional pork meatballs with tomato sauce and we...More,5.0
owlindc,"August 24, 2016",August 2016,Rouga,Amazing food and great hospitality,"The place has amazing food, great ambiance, great owner and sevice. We have grilled octopus and grilled squid. And of course the Ntakos salad. The food was fantastic, simple and full of flavors. The dessert which was on the house was amazing and we got...More",5.0
Ayman A,"August 24, 2016",August 2016,Rouga,What a lovely experience!,"This was a very nice experience. The atmosphere is very friendly in a nice area. We had the ntakos salad, the grilled squid and the grilled octopus. The grilling is an art and they know how to do it in this restaurant ! Both the...More",5.0
Malgorzata C,"August 23, 2016",August 2016,Rouga,Great!,"Great place to experience real Greek cuisine! What ever we've ordered it was delicious. Especially the octopus! Restaurant is placed in calm street, no cars - safe area for kids.",5.0
tiberiuivan,"August 22, 2016",August 2016,Rouga,Fabulous restaurant,Very nice restaurant. Cozy atmosphere. Good service. The food is very good. We ate octopus 10.5e and musaka 7.5e. taste delicious. Good value for the money,5.0
gabrielgK4253NH,"August 16, 2016",August 2016,Rouga,"Great for eyes, ears, mouth and soul: HIGHLY recommended!","The appearance from the outside was very pleasant, the street was full of hanging artwork - nice for the eye of the eater. The ears very pleasantly surprised by the musicians were playing very nicely traditional music during our stays. Now to the taste: It...More",5.0
Julian P,"August 14, 2016",August 2016,Rouga,AWESOME,"The food is amazing, the service ultra-kind, plates are big, the atmosphere is lovely and the street very nice. If you look at the Italian one of the 2 1 star comments it's all completed false: food is not oily at all but you'll taste...More",5.0
Tijana K,"August 10, 2016",August 2016,Rouga,Very nice,We liked lamb and octopus. Very nice and pleasant. There are a lot of restaurants in this street but this one was almost full.,5.0
NatalijaP104,"August 9, 2016",August 2016,Rouga,Place you shouldn't miss!,"My family is coming in Thessaloniki for 26 years. We have tried so many bad and several good restaurants. But this one is one of the best we have ever tried in Thessaloniki. The meals are great, and the prices are reasonable. I strongly suggest...More",5.0
FlorinN27,"August 8, 2016",August 2016,Rouga,Best meal in Thessaloniki,"We have Thessaloniki as our main holiday stop before returning home from the wonderful seaside places Greece has to offer. After having great meals in Thessaloniki, we had the tremendous inspiration to try Rouga. It was nicely balanced from both quality, price and service. The...More",5.0
panagiotischris,"August 4, 2016",August 2016,Rouga,A+++. Authentic and delicious! Best food in Thessaloniki!,You must eat here when visiting Thessaoloniki! It's a family owned and run business. The food is authentic and absolutely delicious. There's also live Greek music. Voula and Marko are very generous and welcoming hosts who take great pride in their business. I can't recommend...More,5.0
Eleni T,"August 4, 2016",November 2015,Rouga,Nice traditional Greek tavern,A little more expensive than thought. The service was excellent and the food was good. Nicely decorated like a traditional Greek home or tavern. Easily accessible in the centre of Thessaloniki.,3.0
alecsalupu,"August 2, 2016",August 2016,Rouga,Loved it!,"The food was delicious, the portions were huge, the service was excellent, the prices were very reasonable, nicely decorated.",5.0
macsu2001,"August 1, 2016",August 2016,Rouga,local gastronomy experience,"At starter the tzatziki is excellent, the greek salad is good. Octopus in white wine and tomato is extraordinary. The breams is perfect fried. Friendly staff",5.0
polhis l,"July 28, 2016",July 2016,Rouga,Orgasmic experience,"Really orgasmic experience. Octopus, oh my good, better than Compostela (Spain) Cheap, in comparison with the market closely",4.0
EmreC239,"July 25, 2016",July 2016,Rouga,good restaurant,easy to reach from city center and serves good food with reasonable prices. it has an authentic feelling. it also has turkish menu..,5.0
ninja9na,"July 23, 2016",July 2016,Rouga,Fantastic!,Delicious food and great service. We really liked both the place and the atmosphere. Would recommend it if you want good greek food!,5.0
lucian624,"July 20, 2016",July 2016,Rouga,Great!,"Had dinner in Rouga. Beautiful quiet location, athmosphere and food. Really enjoyed traditional dishes, still found some new to us :) Will definitely return",5.0
DancingLaughter,"June 24, 2016",June 2016,Rouga,Everything Great except Mosquitos,"We loved the unique decorations in the small walking/patio where Rouga's located. The staff were very informative and friendly. We had this divine cheese fondu with bread that could easily served 4+ people as an appetizer. We actually shared with other diners near us who kept asking the servers what we had ordered. Everyone really like it.

The moussaka was good in your own hot bowl serving. The chicken soulvaki was prepared well. The Euro Cup had just began, so they had a screen up outside for people to watch. Two men played live music closer inside which was nice.

The only negative was after we ordered, many mosquitos came out after dusk and feasted on me where we sat outside of the restaurant. It was really hard to enjoy the food and literally slapped them off of me. It was the first time in my week of being in Greece that I saw or got bitten by them. I don't know if Rouga may have had spray but another guest or two also had the issue once it got dark.

I highly recommend Rouga for the food and fun decor but perhaps only eat there inside or during the day in summer from my experience.",4.0
Deltark,"June 22, 2016",June 2016,Rouga,"Greately over-rated, average food, small portions","We went to this place since it was in the top of local rating on tripadvisor and it was in the proximity of our hotel. We ordered three appetizers and two main courses. The experience was quite strange, as after this I was still hungry....More",3.0
Debbie S,"May 30, 2016",December 2015,Rouga,great food,"This restaurant is located in a very beautiful street in the center of the city. The food is really good, service is friendly, good music, nice prices.",5.0
AlaluMoiz,"May 22, 2016",May 2016,Rouga,"Good service, fine food, pleasant music","We made a reservation for a table of 6, and when we arrived the table was ready. The food was delicious. A variety of mezes. The music was pleasant too.",5.0
NazliBel,"May 21, 2016",May 2016,Rouga,Very Greek,Located in a very old market this is a traditional restaurant with friendly service. The food is very tasty too however it was very crowded so that service was quite slow but still warm and friendly.,4.0
valnollan77,"May 20, 2016",May 2016,Rouga,ROUGA RESTAURANT,"close to city center, is going to be the favor place for dinner. A big variety of dishes, live music and helpful staff.",4.0
maRChris8,"April 26, 2016",April 2016,Rouga,Great food,The restaurant has great food at good prices and live music. The staff was very helpful and kind. is situated very near the city center and you can go on foot.,5.0
Filippo M,"April 24, 2016",June 2015,Rouga,A very Greek experience,"My brother suggested me this taverna because he often goes there when he's in Thessaloniki: it's just awesome! We went there twice with an American friend of ours who was in Greece just for the weekend, and she couldn't be any happier since she wanted...More",5.0
Mardy H,"April 22, 2016",October 2015,Rouga,Great Taverna,This taverna is really great for dinner and I came here a couple of times with friends. The food was really tasty and of good quality. There's greek live music almost every night of the week which contributes to the nice atmosphere (but in case...More,5.0
berktumen,"April 10, 2016",April 2016,Rouga,Best in Town,"Fourth time here and still its the best food in Thessaloniki by far, highly recommended. High value and quality. Nice service is standard.",5.0
Apostolos K,"March 19, 2016",February 2016,Rouga,Special food,We went in this restaurant on February. Its amazing place with delicious food and live music.recommend for all peole.enjoy meze and chicken with sundried tomatoes and congac sauce.,5.0
Nikos_Redes,"March 15, 2016",December 2015,Rouga,Very Nice Greek dishes,"I've been there twice with friends and our children. The last time was in Dec 2015. Impression the same. Really nice courses, good porcions and all in affordable prices with fast service. Whenever we have the chance we will keep visiting Rouga.",4.0
Travel-Knights,"March 15, 2016",March 2016,Rouga,Excellent food.,Very nice food with excellent service. I had the octopus. Very good value for money. Would come here again.,5.0
513ipeka,"March 1, 2016",March 2016,Rouga,Delicious food causy atmosphere,Rouga offers many meat choices as well as delicious sea food and mezes. Fried squids and the fried mushrooms are highly recommended. You can also find live music at Saturday nights. If you wanna try the local Greek cuisine you should definitely try Rouga. Plus the staff is kind and very helpful.,5.0
Igor B,"February 17, 2016",February 2016,Rouga,Great restaurant!,"Great restaurant! Food is excellent, service too. Not expensive. Sea food, Greek cousin, everything was very tasty.",5.0
maraki27,"February 9, 2016",December 2015,Rouga,Tasty food!,"A really nice restaurant in the heart of Thessaloniki. The food is tasty and the prices are really affordable. Everyone can taste the dishes without any thoughts about the prices! Some days you can listen live music, traditional and mofern greek! If you decide to...More",4.0
Rupert W,"February 9, 2016",February 2016,Rouga,Cheap but such good authentic food and atmosphere,"Ok, the wine was 3.50 a half litre and perfectly drinkable, if not great, and yes that did encourage us to have a bit too much, and yes the big Greek birthday party at the next table kept buying us more and getting us to...More",5.0
nikolinr,"January 29, 2016",October 2015,Rouga,Unic place in Thessaloniki,"Well cooked food, well served and very nice atmosphere! The staff are very polite and friendly. Maria songs makes a perfect place to stay!",5.0
Demetris T,"January 25, 2016",December 2015,Rouga,Authentic!,Authentic Greek food with a cozy traditional interior. Great hospitality and very reasonable prices. Highly recommended.,5.0
denionm,"January 21, 2016",January 2016,Rouga,Must visit place,"Delicious food, excellent service. A true greek experience :) the sea food was amazing and the resina was delightful. Worth every penny spent 😍",5.0
Tixie1984,"December 27, 2015",December 2015,Rouga,Cozy! Excellent food!,"We went in December, so there weren't too many patrons (off season in Greece). The staff is very friendly and very nice! A member of my group had a food allergy and the waiter triple checked to make sure what she ordered was safe. This...More",4.0
TravellerZORRO,"December 17, 2015",November 2015,Rouga,"Very nice atmosphere, very good food",I have visited this tavern several tmes because I enjoy the environment and the food is very good whether it's fish or meat. Salads and starters are quiet expensive.,4.0
vstratisgr,"December 11, 2015",March 2015,Rouga,"Great Food, nice place!","It is placed in a good position, in the centre of Thessaloniki. You can visit it on foot, or by any kind of transportation. It is a small and traditional restaurant . The food is delicious, especially the traditional Greek food and the meat choices.(for...More",5.0
Eleni K,"December 5, 2015",November 2015,Rouga,do not miss it,"feels like entering your grandma's house (that is, if you are greek). really clean and well organised. they even have live music. although they put smokers on 2nd floor. Staff very helpful. their menu is quite simple, but they offer the best examples of dishes...More",5.0
ÓscarLz L,"November 10, 2015",November 2015,Rouga,Good Mousakka-Excelent service,"If you go to Thessaloniki, you must try to visit Rouga. The waiters were kind and thoughful and the food was really food. The dessert was a gift by the owner. I will go back to Thessaloniki, I will go back Rouga.",5.0
R M,"November 2, 2015",August 2015,Rouga,standard value through the time,I have visited this tavern twenty years ago. Since then it became a favorite place for me. Excellent Greek food with very high quality of products and reasonable prices.,5.0
Tina T,"November 2, 2015",October 2015,Rouga,Cozy and tastefull,"A very cozy place with very friendly people, really good service and a very interesting traditional menu. Every single dish is delicious, in quite big proportion, red wine is a really good one and dessert is always homemade. Prices are also reasonable, the place is neat and clean an sometimes there is greek traditional live music!
I definately recommend!",4.0
SGallagh1313,"October 29, 2015",October 2015,Rouga,Dinner,We had dinner - food was good but nothing extraordinary. The wait staff ignored us - indifferent is a good term to use. The owners were lively and the street was fun.,3.0
CHRALAMPOSM,"October 26, 2015",March 2015,Rouga,A pleasant journey in the world of tastes,"The owners of the store, a man and a woman, are very friendly and polite. They welcomed us with a big smile, asked us about the place we liked to have a seat and gave us the catalogue. As soon as we were ready the...More",4.0
Locke_Lamora,"October 12, 2015",October 2015,Rouga,Excellent Place in a Cute Little Street,"Very popular place serving excellent greek dishes. Their stews and meatballs are really worth trying, and the staff were very friendly indeed. The restaurant is located on a vibrant pedestrian street which provides plenty of life for those who want to watch the world go...More",5.0
HilliardSonographer,"October 11, 2015",October 2015,Rouga,Amazing,"The starter is free warm yummy bread with olive dip that super yummy! We had amazing Mousaka! Very good octopus. Fish that was very fresh & tasty. A salad that was a little heavy on the dressing, but very good! We got two liter of...More",5.0
Sava L,"October 6, 2015",September 2015,Rouga,Excellent,I've been hosted by the above listed accomodation in september 2015 and i would describe the hosting experince there in no other way than simply amazing. The perssonel working there offered a warmharted welcoming whenever we met. The food and catering services were fully worthing...More,5.0
AlexandruS274,"October 4, 2015",October 2015,Rouga,Good food !,Good traditional greek food ! I would come back whenever i am in Thessaloniki. Great service. The waiter vas verry chatty and kind.,5.0
833ellag,"September 30, 2015",September 2015,Rouga,Good food,Great food. We ate Musaka and lamb chops. Both were really tasty. Great value for money. Nice little street in downtown Thesalonoki.,5.0
teowhite,"September 30, 2015",July 2015,Rouga,DELICIUS QUICK VALUE FOR MONEY WHAT ELSE?,A big congratulation to the boss for the great taste and off course to the waiters specially Diamantis which is the star there always try to explain and give directions about everything for the food the wines combinations and for the hide beautys of Thessaloniki...More,5.0
rensen2015,"September 29, 2015",September 2015,Rouga,Really great,"Great location, really friendly staff. The food was pretty good! These guys know what the're doing. Going back there tomorrow.",5.0
KDTCAT,"August 30, 2015",August 2015,Rouga,Greek food but delicious,A nice place with its local atmosphere to eat tasty Greek food. Close to main streets and easy to find. The staff was very hospitable.,4.0
coolhandjosh,"August 23, 2015",August 2015,Rouga,Good food but service could've been better,"We ate here one night during our stay in Thessaloniki. I thought the food was very tasty. I distinctly remember having some fried cheese with a carrot marmalade that rocked our world. However, when we were done the waiter was in his phone for about...More",3.0
danielsch68,"August 18, 2015",August 2015,Rouga,Good greek restaurant,"I liked the street and location and the friendly service. Also there was greek live music (guitar). The food was very good and not too expensive. Unfortunately, i noticed only ""tourists"" and no greek people, i guess also because of the good ranking here at...More",4.0
DanR662,"July 28, 2015",July 2015,Rouga,Excellent food for all!,"We wanted a real greek food without compromizing the children. All was accomplished at once! Very tasty appetizers, marvelous meet and greek traditional food. Combine this with air condition and WiFi and tou have the perfect place for lunch..",5.0
CamilleP112,"July 19, 2015",July 2015,Rouga,"Great Food, Atmosphere and Staff","Wow. This place has it all. Tucked away in an alley with whimsical art overhead, the food and staff also add to the fun. We had fabulous appetizers of baked cheese, richly flavored ground beef wrap with Arabian spices, dolmas and a great fava bean...More",5.0
Dutchtrav,"July 11, 2015",July 2015,Rouga,Worth the visit!,"Nice secluded location, very friendly staff and excellent traditional Greek kitchen at more than reasonable prices.",5.0
bebabin,"June 30, 2015",June 2015,Rouga,Grate food good price,One of the best taverns in the very center of town.Try fried potatos with onions and ham also try salted fish. Nice place but some times crowed.Friently staff and always good and free desert.,4.0
spodo c,"June 27, 2015",June 2015,Rouga,"Everything, food, atmosphere, price, service. Other restaurant owners need to visit to see how it is done.","It is situated a small walk away from the very centre. Slightly hard to find, you think you are in the wrong place until you hear the music. Don't go before 9. Peak time is 10.30.",5.0
paoladrugo,"June 24, 2015",June 2015,Rouga,The top of the top,"We found it thanks to TripAdvisor and it was excelent. Yamantis the waiter was funny and absolutely nice... service perfect, typical and delicious dishes at a really low price. Absolutely fantastic!!! More than recommended.",5.0
seolram,"June 17, 2015",June 2015,Rouga,"Good food, great location!","Lovely staff (I'm guessing all family?), so kind, the food was great, nice and fresh and the small street with all these puppets on the rooftop: hillarious! We had a lovely time and if Rouga was situated in my hometown I would visit it every week!",5.0
E N,"June 16, 2015",June 2015,Rouga,Superb,"Excellent food and the staff were very warm. They kibdly gave us a free dessert and nightcap when we went back the second evening, highly recommended!",5.0
Denis B,"June 10, 2015",June 2015,Rouga,Fabulous Greek Restaurant with superb food and staff,Super food and relatively inexpensive. Olive paste with a hit of peppers something else. Had fabulous anchovies baked in silver foil most unusual dish but excellent and not at all salty,5.0
elena999135,"June 8, 2015",June 2015,Rouga,"Great service, food and price","We visited rouga on the 7th of June. The whole time we felt really cuddled. The personel is extremely kind, the food is really good and the portions are enormous. The price is ridiculous! Greatly suggested",5.0
Shahar T,"June 5, 2015",June 2015,Rouga,Absolutely delicious,"We were looking for a nice taverns, and found Rouga on TA. Easy to find. Great atmosphere with the live band playing. Very helpful staff, gave us great suggestions. Both of UA loved the food, everything was spot on. Would definitely come back!",5.0
Margalit F,"June 5, 2015",May 2015,Rouga,"Excellent food, great atmosphere, fantastic service","The food was excellent, but above all we liked the atmosphere and the service. We still enjoy the superb Chios mastiha which we bought at the Rouga following the owners' recommendation.",5.0
marminnaw,"May 18, 2015",,Rouga,You should visit this restaurant !!!,"We made a tour of 3 weeks in Greece. We started in thessaloniki and before we left Greece we decided to come back to this restaurant, because of the great food",5.0
gastro76,"May 17, 2015",,Rouga,A wonderful experience,"I visited this restaurant following positive reviews on Tripadvisor, and it was a great choice :) The food was great and the service exceptionally attentive and friendly. First I had some bread with olive paste and olive oil, and although I usually don't eat bread,...More",5.0
maxant0,"May 11, 2015",,Rouga,Amazing.. Food.. Place.. Service..,"We had a wonderful lunch at Rouga!!! Please, eat the bread with the olive paste.. Really great!!!! The rouga salad was good, the moussaka was really amazing and unmissable, the octopus was definitively fantastic!! The service was perfect and really easy to interact in English!...More",5.0
pokerfaca,"May 2, 2015",,Rouga,Great restaurant,"The restaurant has one of the best cousines I've ever tasted. Beautiful envoirment, portions of food big enough (if not even bigger than enough). Good and friendly service, toilets clean. 10/10",5.0
fxbauduin,"May 1, 2015",April 2015,Rouga,Amazing typical restaurant,"We were in this restaurant with me girlfriend and it was really a good surprise. The owner were very nice, the food very tasty and the place pittoresque.",5.0
AvalancheSofia,"April 23, 2015",,Rouga,Excellent,Excellent food - fish and meat - and very good service with friendly family personal. The dessert is amazing! Prices are good.,5.0
Petko V,"April 23, 2015",,Rouga,Best in Thessaloniki,"Amazing food, nice and friendly owners, absolute must to visit in Thessaloniki! The desert was a life time memory! Bravo!",5.0
mc m,"April 17, 2015",April 2015,Rouga,Tasty Lunch,"Enjoyed a delicious lunch here.House red good,bread a bit tired.Beef wrap spicy starter huge,aubergine dip good.We shared a main of mixed fish which was a good choice .Greek coffee was good and the waiter was very helpful.Nice venue.",4.0
Maride_Knosa,"April 7, 2015",April 2015,Rouga,Great atmosphere & delicious food!,"We had a wonderful dinner at Rouga. First, the restaurant is very cozy and traditionally decorated. The live music was also very pleasant! And the food was excellent; we (group of 5) had several cold and warm starters (greek salad, baked olives, halloumi,...) along with freshly baked bread and 2 main dishes which we shared all together. Then wine & water and delicate desert for 35€ all together. The freshly made Moussaka is a must! Fish also looked very good! very friendly service.",5.0
AxelrodWeiss,"April 6, 2015",,Rouga,"Great Food, Slow When Busy","We found Rouga using tripadvisor, for our first dinner at Thessaloniki. it was easy to find and looked very nice. The waiter was extremely nice and for appetizer he brought us olive tapenade and fresh bread. #For starters we had Greece Salad and Portabelo Mushrooms...More",4.0
Stelios_Lymbouras,"April 3, 2015",,Rouga,Very nice restaurant at Thessaloniki,This restaurant is a must to visit when you are in Thesalloniki! The environment drives you centuries in the past! The food is tasteful and well cooked using charcoals! Service is excellent and there is also live greek music! No extra charge is applied for...More,4.0
Edob28,"April 1, 2015",March 2015,Rouga,Really nice taverna in Thessaloniki!,"I love this place and the plates it offers! One of the best moussaka I've ever eaten, but also fava, feta saganaki and garides saganaki are very good and tasty. The waiter is really nice and funny, and at the end of the dinner they...More",5.0
rover33507,"March 29, 2015",March 2015,Rouga,Good Value & Atmosphere,We visited Rouga having read the previous reviews & were not disappointed. Luckily we booked a taxi as the restaurant is off the main tourist track & even the taxi driver had to refer to his satnav to find it. We had ordered mousaka which...More,5.0
AL8123,"March 27, 2015",November 2014,Rouga,Just wonderful food and atmosphere,"You cant miss this place, if you want to experience the real Greek spirit. Rouga is the place to be if you are looking for traditional food, super friendly service and on top the live music!!! The combination of the taverna style food with the...More",5.0
Efstathios K,"March 25, 2015",March 2015,Rouga,Good restaurant with great people!,We had the santorini salad and the santorini beans and they were both super good. Our main courses were nice but not extraordinary (pork souvlaki and chicken fillet). The people working there were extremely nice and we felt really welcome. The one downside was that...More,4.0
Fotini P,"March 17, 2015",January 2015,Rouga,overestimated,I found it overestimated for its grade. There are several others that offer more genuine recipes or at least using a better quality of ingredients.,3.0
Chellis U,"March 15, 2015",March 2015,Rouga,Honest friendly greek food,"Rarely does a Tripadvisor suggestion live up to the hype. This did - a simple, authentic and welcoming place to eat. Brilliant value for money. Recommend the mince meat wrap from the hot appetisers. A meal in itself and wonderfully full of flavour. Top marks.",5.0
Gavyn,"March 14, 2015",March 2015,Rouga,Perfect Greek Experience.,"I went to Rouga with two friends, and we were not disappointed! From the moment we arrived to when we left, the service was amazing! Away from the tourist area, Rouga is a typical local Greek restaurant, but with English speaking staff who were more...More",5.0
tudor t,"February 27, 2015",February 2015,Rouga,"Yes, place to recommend","Food very good, service also, live music (we were on friday night). This place lacks nothing, it's a place to remember and return to.",5.0
Vbourga,"February 17, 2015",,Rouga,Great choice!,"I have visited Rouga a lot of times, either with friends or my girlfriend. Everything's delicious and the atmosphere fantastic. The waiters are always smiling and are very helpful and that's the case with the owner as well! Try it and you won't regret it!",5.0
snowwhite124,"February 8, 2015",February 2015,Rouga,Good enough,"The food was good, nothing extraordinary, the environment was pleasant but there is no no-smoking area and the atmosphere was very polluted and unpleasant, because everyone was smoking around us. The service was excellent and the prices were ok, but could have been better.",4.0
Chalisse,"January 17, 2015",January 2015,Rouga,"Very good, not the cheapest","Everything was fresh, tasty and in satisfactory portions in this very authentic taverna, which is situated on a charming alley.
We paid about €45 for three people for a salad, Santorini fava, grilled mushrooms, bouyourdi, grilled potato, 3 pieces of soutzoukakia, 3 pieces of chicken souvlaki, 2 teas, a coke and bread.
There was complimentary desert in the end and olive paste dip in the beginning.
The service was friendly and polite and there is a menu in English.
I think it could have been a bit cheaper.",4.0
387emmanuell,"January 6, 2015",January 2015,Rouga,Traditional Taverna,"We had a pleasant night in a traditional taverna. Food was simple, good and in large quantities. Service was effeicient but a little impersonal as the service was busy. Decoration was nice and traditional; It has some space for musicians, so I imagine it can...More",4.0
MaryG326,"December 2, 2014",,Rouga,Even on a Monday,"Quiet evening on a Monday. The food was fresh and very tasty. Service attentive, but not hovering. We enjoyed the ambience and would return anytime.",4.0
425mikek,"November 30, 2014",November 2014,Rouga,good service and food,"Lovely little side street location and nice friendly atmosphere. We were very comfortable here. There were fewer bright lights on the food side of things, The fried zucchini was the lightest we had tasted, almost like tempura. The grilled eggplant was very nice as was...More",4.0
alexandrosg2014,"November 18, 2014",,Rouga,Top Service,I like this little cute Restaurant. The meal was Rich i was Full and also a good Price i will come Again also the Service was very helpfull and with a good Humor,5.0
DorinChiracu,"November 7, 2014",November 2014,Rouga,Excellence at its best!,"The lunch we've had at the Rouga is probably one of the best lunches we've had in a restaurant lately. The food is excellent and the staff is very kind and nice. The prices aren't spicy. The location is quiet and ""hidden"" from the busy...More",5.0
NeilPatel84,"November 4, 2014",October 2014,Rouga,Excellent in every way,"Great service and fantastic food. Could not have asked for more! There was a live band when we went which added to the atmosphere, would definitely recommend!",5.0
Rusty G,"October 28, 2014",October 2014,Rouga,Excellent Food and Service!!!,We came here using tripadvisor recommendation and it is really worth coming! We love the grilled octopus and the mixed chopped meat plate!! Live music abd complimentary dessert made our dinner wondeful experience!!!,5.0
ancientpistol,"October 21, 2014",October 2014,Rouga,Best value meal anywhere I've been in Thessaloniki,"Great vibe, great atmosphere, great food, great music and great price. You can't go wrong. And I've eaten lots of Greek meals in my time. It's always been full when we've been, even though tucked away in a side street. And I agree, the Spakaki...More",5.0
Sharon S,"October 16, 2014",October 2014,Rouga,Charming restaurant with really good food,"We tried this restaurant because of the reviews on Tripadvisor, well worth a visit, very good Greek food not the standard tourist selection some tavernas serve, helpful waiters. Relaxed atmosphere with live music and very reasonable prices. I would recommend this restaurant to anyone visiting...More",5.0
CatherineE715,"October 16, 2014",October 2014,Rouga,Buzzing and atmospheric with appropriate live music in the background,"A lovely meal served by swift experienced staff, who were very friendly. Enjoyed the lamb, especially as had eaten mainly vegetarian all week, and my husband had a casserole with beef which he also enjoyed. It was quiet when we arrived on a cool September...More",4.0
BbK83,"October 8, 2014",October 2014,Rouga,nice food nice value,we chose this restaurant based on reviews on Tripadvisor. the location is a bit hard to find but the food is really good at a reasonable price. there was live music when we went (on a monday night) and the service and the management was...More,4.0
MattJ10000,"October 3, 2014",,Rouga,Average,The food is about average. I don't know why thuis place is on the seconden positionering in Thessaloniki. The people are very friendly but I would nor go back for another metal.,3.0
Geoffrey_Kseniia,"September 5, 2014",September 2014,Rouga,Simply delicious,What a great restaurant! We were looking for a nice affordable Greek cuisine restaurant and we couldn't have dreamed of a more perfect place than this one! Seated in a narrow street (pedestrian area) and enjoying different kinds of typically Greek dishes. Waiter was very...More,5.0
DUYGUCA,"September 1, 2014",July 2014,Rouga,not touristic but local and cozy.,"we chose this restaurant in according to the trip advisor list, it was great. In a small street with great ambiance, with the live music and the local people eating their dishes. It's not touristic, but local and cozy. The staff were very calm and friendly. The foods are great, but be careful for the amounts, the portions are big. The dessert that they offer after the meal and the liquor ended the dinner with pleasure. Highly recommended.",5.0
RiColl,"August 18, 2014",August 2014,Rouga,Holiday Treat,"We were taken to Rouga by our daughter and son in law for lunch as part of a trip to Thessaloniki whilst on family holiday. They had looked at Rouga on Trip Advisor beforehand. The lunch and hospitality certainly lived up to expectations, meal and...More",5.0
gompie14,"August 15, 2014",,Rouga,Hidden Treasure,"Tuck away in a small street downtown with great ambience, wonderful staff and service. Pleasantly surprised with the quality of the food and quantity. A must when in Thessaloniki. Highly recommended !!",5.0
stephaniel439,"July 28, 2014",July 2014,Rouga,Excellent staff and good wine,"A really enjoyable dinner without having to worry about prices. Staff were very good, big thumbs up. I will come back again without thinking twice.",4.0
oceanlover58,"July 14, 2014",July 2014,Rouga,Fantastic dinner,Everything from the salad to the dessert was absolutely delicious. We were a group of 4 and ordered more food than we could eat but everything on the menu sounded delicious and we couldn't decide. This is a family run restaurant in an adorable little...More,5.0
Bojan B,"July 11, 2014",,Rouga,A hidden gem in the streets of Thessaloniki!!!,A cosy little place to start your evening off in Thessaloniki. Excellent service. Very good food. Nice music to complete the whole experience.,4.0
Serginho79,"June 1, 2014",,Rouga,"Wonderful dinner, cost low","I went to thessaloniki for work and i came to this place following tripadvisor...what to say? Amazing dinner, please traditional music, it is worth coming",5.0
Natasa_Cha,"May 12, 2014",April 2014,Rouga,A hot food spot!,"Delicious food and excellent service. Special dishes and cheap prices. A definitely ""must visit"" spot at the city of Thessaloniki.",5.0
ElenaSL,"April 6, 2014",March 2014,Rouga,The food was not so good the music was excellent,"The music was very nice. We were two persons and we order shrimp saganaki and one kotsi. The shrimp saganaki smelt like sea, I couldn't eat it. We also order a village salad I expect it better, the tomatoes were raw with no juice. In...More",3.0
CateHikes,"October 12, 2013",October 2013,Rouga,Excellent choice for excellent food!,"As others have described, the restaurant is out of the main tourist area of Ladadika. I enjoyed the eggplant dish with tomatoes and feta but absolutely loved the mussels in cream sauce. They were cooked to perfection, something not all restaurants achieve. Waiter was very...More",5.0
sandyLimassol,"May 17, 2013",May 2013,Rouga,"Good food, nice atmosphere","A very extensive menu so it was quite difficult to choose. We had a salad, a spinach soufle, a fish soup/ stew and one of the chef's specials, a veal dish. All quite heavy but very tasty. The location and atmosphere are nice, in a...More",4.0
Francesco F,"May 3, 2013",April 2013,Rouga,Everything was wonderful!!,"I've travelled a lot in Greece but I've never eaten a just-cooked Moussaka, very tasty Saganaki, even I'd eaten a special kind of fried feta but it was a normal feta with a fried-egg contanier :) I tried there for the first time ""Bougiourdi me...More",5.0
MariaKapageridou,"April 29, 2013",March 2013,Rouga,Very nice,"It is very nice,with good food.You can try both fish and meat.I think that is quite cheap 15-17 euros/person.The dishes are big.",4.0
